protein_id,contig_id,keywords
YP_009230333.1,Acidianus tailed spindle virus,phosphatase 
YP_009230334.1,Acidianus tailed spindle virus,hypothetical protein ATSV_A192 
YP_009230335.1,Acidianus tailed spindle virus,hypothetical protein ATSV_D139 
YP_009230336.1,Acidianus tailed spindle virus,poly-A polymerase 
YP_009230337.1,Acidianus tailed spindle virus,hypothetical protein ATSV_D87 
YP_009230338.1,Acidianus tailed spindle virus,hypothetical protein ATSV_A55 
YP_009230339.1,Acidianus tailed spindle virus,CopG transcriptional regulator 
YP_009230340.1,Acidianus tailed spindle virus,hypothetical protein ATSV_A186 
YP_009230341.1,Acidianus tailed spindle virus,phosphoadenylyl-sulfate reductase 
YP_009230342.1,Acidianus tailed spindle virus,viral integrase 
YP_009230343.1,Acidianus tailed spindle virus,hypothetical protein ATSV_E106 
YP_009230344.1,Acidianus tailed spindle virus,hypothetical protein ATSV_D65 
YP_009230345.1,Acidianus tailed spindle virus,hypothetical protein ATSV_B101 
YP_009230346.1,Acidianus tailed spindle virus,hypothetical protein ATSV_B2246 
YP_009230347.1,Acidianus tailed spindle virus,hypothetical protein ATSV_B261 
YP_009230348.1,Acidianus tailed spindle virus,hypothetical protein ATSV_A214 
YP_009237217.1,Pyrobaculum filamentous virus 1,hypothetical protein 
YP_009237218.1,Pyrobaculum filamentous virus 1,hypothetical protein 
YP_009237219.1,Pyrobaculum filamentous virus 1,hypothetical protein 
YP_009237220.1,Pyrobaculum filamentous virus 1,hypothetical protein 
YP_009237221.1,Pyrobaculum filamentous virus 1,hypothetical protein 
YP_009237222.1,Pyrobaculum filamentous virus 1,hypothetical protein 
YP_009237223.1,Pyrobaculum filamentous virus 1,hypothetical protein 
YP_009237224.1,Pyrobaculum filamentous virus 1,hypothetical protein 
YP_009237225.1,Pyrobaculum filamentous virus 1,hypothetical protein 
YP_009237226.1,Pyrobaculum filamentous virus 1,hypothetical protein 
YP_009237227.1,Pyrobaculum filamentous virus 1,hypothetical protein 
YP_009237228.1,Pyrobaculum filamentous virus 1,hypothetical protein 
YP_009237229.1,Pyrobaculum filamentous virus 1,hypothetical protein 
YP_009237230.1,Pyrobaculum filamentous virus 1,hypothetical protein 
YP_009237231.1,Pyrobaculum filamentous virus 1,hypothetical protein 
YP_009237232.1,Pyrobaculum filamentous virus 1,hypothetical protein 
YP_009237233.1,Pyrobaculum filamentous virus 1,hypothetical protein 
YP_009237234.1,Pyrobaculum filamentous virus 1,hypothetical protein 
YP_009237235.1,Pyrobaculum filamentous virus 1,hypothetical protein 
YP_009237236.1,Pyrobaculum filamentous virus 1,structural protein VP1 
YP_009237237.1,Pyrobaculum filamentous virus 1,structural protein VP2 
YP_009237238.1,Pyrobaculum filamentous virus 1,hypothetical protein 
YP_009237239.1,Pyrobaculum filamentous virus 1,structural protein VP3 
YP_009237240.1,Pyrobaculum filamentous virus 1,hypothetical protein 
YP_009237241.1,Pyrobaculum filamentous virus 1,hypothetical protein 
YP_009237242.1,Pyrobaculum filamentous virus 1,hypothetical protein 
YP_009237243.1,Pyrobaculum filamentous virus 1,hypothetical protein 
YP_009237244.1,Pyrobaculum filamentous virus 1,hypothetical protein 
YP_009237245.1,Pyrobaculum filamentous virus 1,hypothetical protein 
YP_009237246.1,Pyrobaculum filamentous virus 1,hypothetical protein 
YP_009237247.1,Pyrobaculum filamentous virus 1,hypothetical protein 
YP_009237248.1,Pyrobaculum filamentous virus 1,hypothetical protein 
YP_009237249.1,Pyrobaculum filamentous virus 1,hypothetical protein 
YP_009237250.1,Pyrobaculum filamentous virus 1,hypothetical protein 
YP_009237251.1,Pyrobaculum filamentous virus 1,hypothetical protein 
YP_009237252.1,Pyrobaculum filamentous virus 1,hypothetical protein 
YP_009237253.1,Pyrobaculum filamentous virus 1,hypothetical protein 
YP_009237254.1,Pyrobaculum filamentous virus 1,hypothetical protein 
YP_009237255.1,Pyrobaculum filamentous virus 1,hypothetical protein 
YP_009272953.1,Sulfolobus islandicus rudivirus 3,HTH transcriptional regulator 
YP_009272954.1,Sulfolobus islandicus rudivirus 3,hypothetical protein 
YP_009272955.1,Sulfolobus islandicus rudivirus 3,hypothetical protein 
YP_009272956.1,Sulfolobus islandicus rudivirus 3,hypothetical protein 
YP_009272957.1,Sulfolobus islandicus rudivirus 3,structural protein 
YP_009272958.1,Sulfolobus islandicus rudivirus 3,hypothetical protein 
YP_009272959.1,Sulfolobus islandicus rudivirus 3,hypothetical protein 
YP_009272960.1,Sulfolobus islandicus rudivirus 3,queuine/archaeosine tRNA-ribosyltransferase 
YP_009272961.1,Sulfolobus islandicus rudivirus 3,permease transmembrane protein 
YP_009272962.1,Sulfolobus islandicus rudivirus 3,transcriptional regulator SvtR 
YP_009272963.1,Sulfolobus islandicus rudivirus 3,hypothetical protein 
YP_009272964.1,Sulfolobus islandicus rudivirus 3,ssDNA binding protein 
YP_009272965.1,Sulfolobus islandicus rudivirus 3,ATPase 
YP_009272966.1,Sulfolobus islandicus rudivirus 3,Cas4-like protein 
YP_009272967.1,Sulfolobus islandicus rudivirus 3,hypothetical protein 
YP_009272968.1,Sulfolobus islandicus rudivirus 3,CopG transcriptional regulator 
YP_009272969.1,Sulfolobus islandicus rudivirus 3,dUTPase 
YP_009272970.1,Sulfolobus islandicus rudivirus 3,hypothetical protein 
YP_009272971.1,Sulfolobus islandicus rudivirus 3,coat protein 
YP_009272972.1,Sulfolobus islandicus rudivirus 3,C2H2-finger transcriptional regulator 
YP_009272973.1,Sulfolobus islandicus rudivirus 3,glycosyltransferase 
YP_009272974.1,Sulfolobus islandicus rudivirus 3,hypothetical protein 
YP_009272975.1,Sulfolobus islandicus rudivirus 3,hypothetical protein 
YP_009272976.1,Sulfolobus islandicus rudivirus 3,hypothetical protein 
YP_009272977.1,Sulfolobus islandicus rudivirus 3,virion protein 
YP_009272978.1,Sulfolobus islandicus rudivirus 3,hypothetical protein 
YP_009272979.1,Sulfolobus islandicus rudivirus 3,holliday junction resolvase 
YP_009272980.1,Sulfolobus islandicus rudivirus 3,hypothetical protein 
YP_009272981.1,Sulfolobus islandicus rudivirus 3,coiled-coil structural protein 
YP_009272982.1,Sulfolobus islandicus rudivirus 3,structural protein 
YP_009272983.1,Sulfolobus islandicus rudivirus 3,hypothetical protein 
YP_009272984.1,Sulfolobus islandicus rudivirus 3,SAM-dependent methyltransferase 
YP_009272985.1,Sulfolobus islandicus rudivirus 3,hypothetical protein 
YP_009272986.1,Sulfolobus islandicus rudivirus 3,hypothetical protein 
YP_009272987.1,Sulfolobus islandicus rudivirus 3,glycosyltransferase 
YP_009272988.1,Sulfolobus islandicus rudivirus 3,hypothetical protein 
YP_009272989.1,Sulfolobus islandicus rudivirus 3,hypothetical protein 
YP_009272990.1,Sulfolobus islandicus rudivirus 3,hypothetical protein 
YP_009272991.1,Sulfolobus islandicus rudivirus 3,hypothetical protein 
YP_009272992.1,Sulfolobus islandicus rudivirus 3,hypothetical protein 
YP_009272993.1,Sulfolobus islandicus rudivirus 3,pyramid forming protein 
YP_009272994.1,Sulfolobus islandicus rudivirus 3,hypothetical protein 
YP_009272995.1,Sulfolobus islandicus rudivirus 3,hypothetical protein 
YP_009272996.1,Sulfolobus islandicus rudivirus 3,hypothetical protein 
YP_009272997.1,Sulfolobus islandicus rudivirus 3,hypothetical protein 
YP_009362501.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein 
YP_009362502.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein 
YP_009362503.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein 
YP_009362504.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein 
YP_009362505.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein 
YP_009362506.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein 
YP_009362507.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein 
YP_009362508.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein 
YP_009362509.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein 
YP_009362510.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein 
YP_009362511.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein 
YP_009362512.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein 
YP_009362513.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein 
YP_009362514.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein 
YP_009362515.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein 
YP_009362516.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein 
YP_009362517.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein 
YP_009362518.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein 
YP_009362519.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein 
YP_009362520.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein 
YP_009362521.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein 
YP_009362522.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein 
YP_009362523.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein 
YP_009362524.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein 
YP_009362525.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein 
YP_009362526.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein 
YP_009362527.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein 
YP_009362528.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein 
YP_009362529.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein 
YP_009362530.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein 
YP_009362531.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein 
YP_009362532.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein 
YP_009362533.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein 
YP_009362534.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein 
YP_009362535.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein 
YP_009362536.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein 
YP_009362537.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein 
YP_009362538.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein 
YP_009362539.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein 
YP_009362540.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein 
YP_009362541.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein 
YP_009362542.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein 
YP_009362543.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein 
YP_009362544.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein 
YP_009362545.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein 
YP_009362546.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein 
YP_009362547.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein 
YP_009362548.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein 
YP_009362549.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein 
YP_009362550.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein 
YP_009362551.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein 
YP_009362552.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein 
YP_009362553.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362554.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362555.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362556.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362557.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362558.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362559.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362560.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362561.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362562.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362563.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362564.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362565.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362566.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362567.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362568.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362569.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362570.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362571.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362572.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362573.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362574.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362575.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362576.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362577.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362578.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362579.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362580.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362581.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362582.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362583.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362584.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362585.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362586.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362587.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362588.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362589.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362590.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362591.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362592.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362593.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362594.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362595.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362596.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362597.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362598.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362599.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362600.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362601.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362602.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362603.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362604.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362605.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362606.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362607.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362608.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362609.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362610.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein 
YP_009362611.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362612.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362613.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362614.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362615.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362616.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362617.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362618.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362619.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362620.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362621.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362622.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362623.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362624.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362625.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362626.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362627.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362628.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362629.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362630.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362631.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362632.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362633.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362634.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362635.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362636.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362637.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362638.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362639.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362640.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362641.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362642.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362643.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362644.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362645.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362646.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362647.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362648.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362649.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362650.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362651.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362652.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362653.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362654.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362655.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362656.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362657.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362658.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362659.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362660.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362661.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362662.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362663.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362664.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362665.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362666.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362667.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein 
YP_009362674.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362675.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362676.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362677.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362678.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362679.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362680.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362681.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362682.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362683.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362684.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362685.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362686.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362687.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362688.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362689.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362690.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362691.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362692.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362693.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362694.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362695.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362696.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362697.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362698.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362699.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362700.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362701.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362702.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362703.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362704.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362705.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362706.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362707.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362708.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362709.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362710.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362711.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362712.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362713.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362714.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362715.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362716.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362717.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362718.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362719.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362720.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362721.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362722.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362723.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362724.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362725.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362726.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362727.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362728.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362729.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362730.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362731.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362732.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362733.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362734.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein 
YP_009362735.1,Sulfolobus islandicus rod-shaped virus 11,hypothetical protein 
YP_009362736.1,Sulfolobus islandicus rod-shaped virus 11,hypothetical protein 
YP_009362737.1,Sulfolobus islandicus rod-shaped virus 11,hypothetical protein 
YP_009362738.1,Sulfolobus islandicus rod-shaped virus 11,hypothetical protein 
YP_009362739.1,Sulfolobus islandicus rod-shaped virus 11,hypothetical protein 
YP_009362740.1,Sulfolobus islandicus rod-shaped virus 11,hypothetical protein 
YP_009362741.1,Sulfolobus islandicus rod-shaped virus 11,hypothetical protein 
YP_009362742.1,Sulfolobus islandicus rod-shaped virus 11,hypothetical protein 
YP_009362743.1,Sulfolobus islandicus rod-shaped virus 11,hypothetical protein 
YP_009362744.1,Sulfolobus islandicus rod-shaped virus 11,hypothetical protein 
YP_009362745.1,Sulfolobus islandicus rod-shaped virus 11,hypothetical protein 
YP_009362746.1,Sulfolobus islandicus rod-shaped virus 11,hypothetical protein 
YP_009362747.1,Sulfolobus islandicus rod-shaped virus 11,hypothetical protein 
YP_009362748.1,Sulfolobus islandicus rod-shaped virus 11,hypothetical protein 
YP_009362749.1,Sulfolobus islandicus rod-shaped virus 11,hypothetical protein 
YP_009362750.1,Sulfolobus islandicus rod-shaped virus 11,hypothetical protein 
YP_009362751.1,Sulfolobus islandicus rod-shaped virus 11,hypothetical protein 
YP_009362752.1,Sulfolobus islandicus rod-shaped virus 11,hypothetical protein 
YP_009362753.1,Sulfolobus islandicus rod-shaped virus 11,hypothetical protein 
YP_009362754.1,Sulfolobus islandicus rod-shaped virus 11,hypothetical protein 
YP_009362755.1,Sulfolobus islandicus rod-shaped virus 11,hypothetical protein 
YP_009362756.1,Sulfolobus islandicus rod-shaped virus 11,hypothetical protein 
YP_009362757.1,Sulfolobus islandicus rod-shaped virus 11,hypothetical protein 
YP_009362758.1,Sulfolobus islandicus rod-shaped virus 11,hypothetical protein 
YP_009362759.1,Sulfolobus islandicus rod-shaped virus 11,hypothetical protein 
YP_009362760.1,Sulfolobus islandicus rod-shaped virus 11,hypothetical protein 
YP_009362761.1,Sulfolobus islandicus rod-shaped virus 11,hypothetical protein 
YP_009362762.1,Sulfolobus islandicus rod-shaped virus 11,hypothetical protein 
YP_009362763.1,Sulfolobus islandicus rod-shaped virus 11,hypothetical protein 
