protein_id,contig_id,keywords
YP_009362619.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein CCL45_gp09
YP_009362618.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein CCL45_gp08
YP_009362617.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein CCL45_gp07
YP_009362616.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein CCL45_gp06
YP_009362615.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein CCL45_gp05
YP_009362614.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein CCL45_gp04
YP_009362613.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein CCL45_gp03
YP_009362612.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein CCL45_gp02
YP_009362611.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein CCL45_gp01
YP_009362637.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein CCL45_gp27
YP_009362666.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein CCL45_gp56
YP_009362636.1,Sulfolobus islandicus rod-shaped virus 5,hypothetical protein CCL45_gp26
YP_009362918.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp56
YP_009362864.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp02
YP_009362893.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp31
YP_009362894.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp32
YP_009362895.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp33
YP_009362896.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp34
YP_009362897.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp35
YP_009362898.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp36
YP_009362899.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp37
YP_009362900.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp38
YP_009362901.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp39
YP_009362902.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp40
YP_009362903.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp41
YP_009362892.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp30
YP_009362904.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp42
YP_009362906.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp44
YP_009362907.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp45
YP_009362908.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp46
YP_009362910.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp48
YP_009362911.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp49
YP_009362912.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp50
YP_009362913.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp51
YP_009362914.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp52
YP_009362915.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp53
YP_009362916.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp54
YP_009362917.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp55
YP_009362905.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp43
YP_009362863.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp01
YP_009362891.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp29
YP_009362889.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp27
YP_009362865.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp03
YP_009362866.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp04
YP_009362867.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp05
YP_009362868.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp06
YP_009362869.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp07
YP_009362870.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp08
YP_009362871.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp09
YP_009362872.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp10
YP_009362873.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp11
YP_009362874.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp12
YP_009362875.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp13
YP_009362890.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp28
YP_009362876.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp14
YP_009362878.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp16
YP_009362879.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp17
YP_009362880.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp18
YP_009362881.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp19
YP_009362882.1,Sulfolobus islandicus rod-shaped virus 6,glycosyltransferase
YP_009362883.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp21
YP_009362884.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp22
YP_009362885.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp23
YP_009362886.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp24
YP_009362887.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp25
YP_009362888.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp26
YP_009362877.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp15
YP_009362909.1,Sulfolobus islandicus rod-shaped virus 6,hypothetical protein CCL44_gp47
YP_009362514.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein CCL43_gp14
YP_009362528.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein CCL43_gp28
YP_009362529.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein CCL43_gp29
YP_009362530.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein CCL43_gp30
YP_009362531.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein CCL43_gp31
YP_009362532.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein CCL43_gp32
YP_009362533.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein CCL43_gp33
YP_009362534.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein CCL43_gp34
YP_009362535.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein CCL43_gp35
YP_009362536.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein CCL43_gp36
YP_009362537.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein CCL43_gp37
YP_009362538.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein CCL43_gp38
YP_009362527.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein CCL43_gp27
YP_009362539.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein CCL43_gp39
YP_009362541.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein CCL43_gp41
YP_009362542.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein CCL43_gp42
YP_009362543.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein CCL43_gp43
YP_009362544.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein CCL43_gp44
YP_009362545.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein CCL43_gp45
YP_009362546.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein CCL43_gp46
YP_009362547.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein CCL43_gp47
YP_009362548.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein CCL43_gp48
YP_009362549.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein CCL43_gp49
YP_009362550.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein CCL43_gp50
YP_009362540.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein CCL43_gp40
YP_009362551.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein CCL43_gp51
YP_009362526.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein CCL43_gp26
YP_009362524.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein CCL43_gp24
YP_009362501.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein CCL43_gp01
YP_009362502.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein CCL43_gp02
YP_009362503.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein CCL43_gp03
YP_009362504.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein CCL43_gp04
YP_009362505.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein CCL43_gp05
YP_009362506.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein CCL43_gp06
YP_009362507.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein CCL43_gp07
YP_009362508.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein CCL43_gp08
YP_009362509.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein CCL43_gp09
YP_009362510.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein CCL43_gp10
YP_009362511.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein CCL43_gp11
YP_009362512.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein CCL43_gp12
YP_009362513.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein CCL43_gp13
YP_009362515.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein CCL43_gp15
YP_009362516.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein CCL43_gp16
YP_009362517.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein CCL43_gp17
YP_009362518.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein CCL43_gp18
YP_009362519.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein CCL43_gp19
YP_009362520.1,Sulfolobus islandicus rod-shaped virus 7,glycosyltransferase
YP_009362521.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein CCL43_gp21
YP_009362522.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein CCL43_gp22
YP_009362523.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein CCL43_gp23
YP_009362525.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein CCL43_gp25
YP_009362552.1,Sulfolobus islandicus rod-shaped virus 7,hypothetical protein CCL43_gp52
YP_009362675.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp02
YP_009362733.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp60
YP_009362676.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp03
YP_009362674.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp01
YP_009362734.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp61
YP_009362677.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp04
YP_009362679.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp06
YP_009362709.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp36
YP_009362710.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp37
YP_009362711.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp38
YP_009362712.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp39
YP_009362713.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp40
YP_009362714.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp41
YP_009362715.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp42
YP_009362716.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp43
YP_009362717.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp44
YP_009362718.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp45
YP_009362719.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp46
YP_009362708.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp35
YP_009362720.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp47
YP_009362722.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp49
YP_009362723.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp50
YP_009362724.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp51
YP_009362725.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp52
YP_009362726.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp53
YP_009362727.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp54
YP_009362728.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp55
YP_009362729.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp56
YP_009362730.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp57
YP_009362731.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp58
YP_009362732.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp59
YP_009362721.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp48
YP_009362707.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp34
YP_009362706.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp33
YP_009362705.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp32
YP_009362680.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp07
YP_009362681.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp08
YP_009362682.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp09
YP_009362683.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp10
YP_009362684.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp11
YP_009362685.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp12
YP_009362686.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp13
YP_009362687.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp14
YP_009362688.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp15
YP_009362689.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp16
YP_009362690.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp17
YP_009362691.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp18
YP_009362692.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp19
YP_009362693.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp20
YP_009362694.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp21
YP_009362695.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp22
YP_009362696.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp23
YP_009362697.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp24
YP_009362698.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp25
YP_009362699.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp26
YP_009362700.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp27
YP_009362701.1,Sulfolobus islandicus rod-shaped virus 8,glycosyltransferase
YP_009362702.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp29
YP_009362703.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp30
YP_009362704.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp31
YP_009362678.1,Sulfolobus islandicus rod-shaped virus 8,hypothetical protein CCL42_gp05
YP_009362589.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp37
YP_009362590.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp38
YP_009362553.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp01
YP_009362555.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp03
YP_009362556.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp04
YP_009362557.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp05
YP_009362558.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp06
YP_009362559.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp07
YP_009362560.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp08
YP_009362561.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp09
YP_009362562.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp10
YP_009362563.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp11
YP_009362564.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp12
YP_009362565.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp13
YP_009362566.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp14
YP_009362567.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp15
YP_009362554.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp02
YP_009362568.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp16
YP_009362570.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp18
YP_009362571.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp19
YP_009362572.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp20
YP_009362573.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp21
YP_009362574.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp22
YP_009362575.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp23
YP_009362576.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp24
YP_009362577.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp25
YP_009362578.1,Sulfolobus islandicus rod-shaped virus 9,glycosyltransferase
YP_009362579.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp27
YP_009362580.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp28
YP_009362584.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp32
YP_009362583.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp31
YP_009362569.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp17
YP_009362582.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp30
YP_009362581.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp29
YP_009362605.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp53
YP_009362585.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp33
YP_009362586.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp34
YP_009362587.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp35
YP_009362588.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp36
YP_009362610.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp58
YP_009362609.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp57
YP_009362608.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp56
YP_009362607.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp55
YP_009362606.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp54
YP_009362604.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp52
YP_009362602.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp50
YP_009362603.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp51
YP_009362600.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp48
YP_009362599.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp47
YP_009362598.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp46
YP_009362597.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp45
YP_009362596.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp44
YP_009362595.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp43
YP_009362594.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp42
YP_009362593.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp41
YP_009362592.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp40
YP_009362591.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp39
YP_009362601.1,Sulfolobus islandicus rod-shaped virus 9,hypothetical protein CCL41_gp49
YP_009272961.1,Sulfolobus islandicus rudivirus 3,permease transmembrane protein
YP_009272962.1,Sulfolobus islandicus rudivirus 3,transcriptional regulator SvtR
YP_009272960.1,Sulfolobus islandicus rudivirus 3,queuine/archaeosine tRNA-ribosyltransferase
YP_009272965.1,Sulfolobus islandicus rudivirus 3,ATPase
YP_009272958.1,Sulfolobus islandicus rudivirus 3,hypothetical protein BHS13_gp06
YP_009272957.1,Sulfolobus islandicus rudivirus 3,structural protein
YP_009272959.1,Sulfolobus islandicus rudivirus 3,AcrID1 family anti-CRISPR protein
YP_009272964.1,Sulfolobus islandicus rudivirus 3,ssDNA binding protein
YP_009272997.1,Sulfolobus islandicus rudivirus 3,hypothetical protein BHS13_gp45
YP_009272995.1,Sulfolobus islandicus rudivirus 3,hypothetical protein BHS13_gp43
YP_009272966.1,Sulfolobus islandicus rudivirus 3,Dna2/Cas4 domain-containing protein
YP_009272967.1,Sulfolobus islandicus rudivirus 3,hypothetical protein BHS13_gp15
YP_009272968.1,Sulfolobus islandicus rudivirus 3,"ribbon-helix-helix protein, CopG family"
YP_009272969.1,Sulfolobus islandicus rudivirus 3,dCTP deaminase
YP_009272970.1,Sulfolobus islandicus rudivirus 3,hypothetical protein BHS13_gp18
YP_009272971.1,Sulfolobus islandicus rudivirus 3,coat protein
YP_009272972.1,Sulfolobus islandicus rudivirus 3,C2H2-finger transcriptional regulator
YP_009272973.1,Sulfolobus islandicus rudivirus 3,glycosyltransferase
YP_009272974.1,Sulfolobus islandicus rudivirus 3,hypothetical protein BHS13_gp22
YP_009272975.1,Sulfolobus islandicus rudivirus 3,hypothetical protein BHS13_gp23
YP_009272955.1,Sulfolobus islandicus rudivirus 3,hypothetical protein BHS13_gp03
YP_009272977.1,Sulfolobus islandicus rudivirus 3,virion protein
YP_009272978.1,Sulfolobus islandicus rudivirus 3,hypothetical protein BHS13_gp26
YP_009272979.1,Sulfolobus islandicus rudivirus 3,holliday junction resolvase
YP_009272980.1,Sulfolobus islandicus rudivirus 3,DUF1874 domain-containing protein
YP_009272963.1,Sulfolobus islandicus rudivirus 3,hypothetical protein BHS13_gp11
YP_009272982.1,Sulfolobus islandicus rudivirus 3,DUF2341 domain-containing protein
YP_009272983.1,Sulfolobus islandicus rudivirus 3,hypothetical protein BHS13_gp31
YP_009272984.1,Sulfolobus islandicus rudivirus 3,SAM-dependent methyltransferase
YP_009272985.1,Sulfolobus islandicus rudivirus 3,hypothetical protein BHS13_gp33
YP_009272986.1,Sulfolobus islandicus rudivirus 3,hypothetical protein BHS13_gp34
YP_009272987.1,Sulfolobus islandicus rudivirus 3,glycosyltransferase
YP_009272988.1,Sulfolobus islandicus rudivirus 3,AcrID1 family anti-CRISPR protein
YP_009272989.1,Sulfolobus islandicus rudivirus 3,AcrID1 family anti-CRISPR protein
YP_009272990.1,Sulfolobus islandicus rudivirus 3,AcrID1 family anti-CRISPR protein
YP_009272991.1,Sulfolobus islandicus rudivirus 3,hypothetical protein BHS13_gp39
YP_009272992.1,Sulfolobus islandicus rudivirus 3,hypothetical protein BHS13_gp40
YP_009272993.1,Sulfolobus islandicus rudivirus 3,pyramid forming protein
YP_009272994.1,Sulfolobus islandicus rudivirus 3,AcrID1 family anti-CRISPR protein
YP_009272996.1,Sulfolobus islandicus rudivirus 3,hypothetical protein BHS13_gp44
YP_009272981.1,Sulfolobus islandicus rudivirus 3,coiled-coil structural protein
YP_009272976.1,Sulfolobus islandicus rudivirus 3,hypothetical protein BHS13_gp24
YP_009272956.1,Sulfolobus islandicus rudivirus 3,hypothetical protein BHS13_gp04
YP_009272953.1,Sulfolobus islandicus rudivirus 3,HTH transcriptional regulator
YP_009272954.1,Sulfolobus islandicus rudivirus 3,anti-CRISPR protein AcrID1
YP_009008074.1,Sulfolobus monocaudavirus SMV1,hypothetical membrane protein
YP_009008073.1,Sulfolobus monocaudavirus SMV1,conserved archaeal virion protein
YP_009008072.1,Sulfolobus monocaudavirus SMV1,hypothetical protein CF87_gp05
YP_009008071.1,Sulfolobus monocaudavirus SMV1,conserved archaeal viral membrane protein
YP_009008070.1,Sulfolobus monocaudavirus SMV1,hypothetical membrane protein
YP_009008069.1,Sulfolobus monocaudavirus SMV1,hypothetical protein CF87_gp02
YP_009008068.1,Sulfolobus monocaudavirus SMV1,hypothetical protein CF87_gp01
YP_009008102.1,Sulfolobus monocaudavirus SMV1,hypothetical protein CF87_gp35
YP_009008103.1,Sulfolobus monocaudavirus SMV1,conserved archaeal viral protein
YP_009008104.1,Sulfolobus monocaudavirus SMV1,CopG family protein
YP_009008106.1,Sulfolobus monocaudavirus SMV1,hypothetical protein CF87_gp39
YP_009008107.1,Sulfolobus monocaudavirus SMV1,hypothetical protein CF87_gp40
YP_009008108.1,Sulfolobus monocaudavirus SMV1,hypothetical protein CF87_gp41
YP_009008109.1,Sulfolobus monocaudavirus SMV1,hypothetical protein CF87_gp42
YP_009008110.1,Sulfolobus monocaudavirus SMV1,conserved archaeal viral protein
YP_009008111.1,Sulfolobus monocaudavirus SMV1,hypothetical protein CF87_gp44
YP_009008112.1,Sulfolobus monocaudavirus SMV1,hypothetical protein CF87_gp45
YP_009008113.1,Sulfolobus monocaudavirus SMV1,hypothetical protein CF87_gp46
YP_009008114.1,Sulfolobus monocaudavirus SMV1,"conserved archaeal viral protein, ATPase domain"
YP_009008115.1,Sulfolobus monocaudavirus SMV1,"Conserved archaeal viral membrane protein, acyltransferase family"
